idx,rsmi,psmi,ea,dh
11254,[C:1]([C@@:2]1([H:11])[O:3][C:4](=[O:5])[C:6]([H:12])=[C:7]1[H:13])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[O:3][C@:7]1([C:6](=[C:4]=[O:5])[H:12])[H:13])([H:8])([H:9])[H:10],75.1558843149103,42.2078330391587
11255,[C:1]([C@@:2]1([H:11])[O:3][C:4](=[O:5])[C:6]([H:12])=[C:7]1[H:13])([H:8])([H:9])[H:10],[C:1](/[C:2]([O:3][H:11])=[C:7](/[C:6](=[C:4]=[O:5])[H:12])[H:13])([H:8])([H:9])[H:10],72.95536324591579,26.6136659968974
11256,[C:1]([C@@:2]1([H:11])[O:3][C:4](=[O:5])[C:6]([H:12])=[C:7]1[H:13])([H:8])([H:9])[H:10],[C:1]([C:2]([C:7]#[C:6][H:12])([H:11])[H:13])([H:8])([H:9])[H:10].[O:3]=[C:4]=[O:5],92.1896428023522,15.4276543699223
11257,[C:1]([C@@:2]1([H:11])[O:3][C:4](=[O:5])[C:6]([H:12])=[C:7]1[H:13])([H:8])([H:9])[H:10],[C:1]([O:3]/[C:2](=[C:7](\[C:6](=[C:4]=[O:5])[H:12])[H:13])[H:11])([H:8])([H:9])[H:10],100.287013657556,40.6519051638498
11258,[C:1]([C@@:2]1([H:11])[O:3][C:4](=[O:5])[C:6]([H:12])=[C:7]1[H:13])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[O+:3]=[C-:4][C@@:6]2([H:12])[O:5][C@@:7]12[H:13])([H:8])([H:9])[H:10],124.780078098442,87.33270544809099
11259,[C:1]([C@@:2]1([H:11])[O:3][C:4](=[O:5])[C:6]([H:12])=[C:7]1[H:13])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[O:3][C:4](=[O:5])[C:6]#[C:7]1)([H:8])([H:9])[H:10].[H:12][H:13],122.610294273781,120.547322431185
11260,[C:1]([C@@:2]1([H:11])[O:3][C:4](=[O:5])[C:6]([H:12])=[C:7]1[H:13])([H:8])([H:9])[H:10],[C:1]([C:2]([O:3][C:4](=[O:5])[C:6](=[C:7])[H:12])([H:11])[H:13])([H:8])([H:9])[H:10],85.65900234225741,84.4162514606937
11261,[C:1]([C:2](=[O:3])[C:4]([C:5]([H:11])([H:12])[H:13])([C:6]([H:14])([H:15])[H:16])[O:7][H:17])([H:8])([H:9])[H:10],[C:1]([O+:3]=[C-:2][C:4]([C:5]([H:11])([H:12])[H:13])([C:6]([H:14])([H:15])[H:16])[O:7][H:17])([H:8])([H:9])[H:10],113.159156750752,67.7690326621064
11262,[C:1]([C:2](=[O:3])[C:4]([C:5]([H:11])([H:12])[H:13])([C:6]([H:14])([H:15])[H:16])[O:7][H:17])([H:8])([H:9])[H:10],[C:1]([C:2](=[O:3])[C:4](=[C:5]([H:12])[H:13])[C:6]([H:14])([H:15])[H:16])([H:8])([H:9])[H:10].[O:7]([H:11])[H:17],67.2876930479392,11.099613641306
11263,[C:1]([C:2](=[O:3])[C:4]([C:5]([H:11])([H:12])[H:13])([C:6]([H:14])([H:15])[H:16])[O:7][H:17])([H:8])([H:9])[H:10],[C:1]([C:2](=[O:3])[H:15])([H:8])([H:9])[H:10].[C:4]([C:5]([H:11])([H:12])[H:13])(=[C:6]([H:14])[H:16])[O:7][H:17],78.168170019072,18.9050601232801
11264,[C:1]([C:2](=[O:3])[C:4]([C:5]([H:11])([H:12])[H:13])([C:6]([H:14])([H:15])[H:16])[O:7][H:17])([H:8])([H:9])[H:10],[C:1]([C@:2]1([O:3][H:17])[C:4]([C:5]([H:11])([H:12])[H:13])([C:6]([H:14])([H:15])[H:16])[O:7]1)([H:8])([H:9])[H:10],51.605846466865,17.3667514800884
11265,[C:1]([C:2](=[O:3])[C:4]([C:5]([H:11])([H:12])[H:13])([C:6]([H:14])([H:15])[H:16])[O:7][H:17])([H:8])([H:9])[H:10],[C:1](=[C:2]([O:3][H:8])[C:4]([C:5]([H:11])([H:12])[H:13])([C:6]([H:14])([H:15])[H:16])[O:7][H:17])([H:9])[H:10],66.4776540548502,16.4052448589935
11266,[O:1]=[C:2]([c:3]1[n:4][c:5]([H:9])[c:6]([H:10])[o:7]1)[H:8],[O:1]=[C:2]=[C:3]1[N:4]=[C:5]([H:9])[C:6]([H:8])([H:10])[O:7]1,84.1834461851692,33.5507986927884
11267,[O:1]=[C:2]([c:3]1[n:4][c:5]([H:9])[c:6]([H:10])[o:7]1)[H:8],[O:1]=[C:2]([C:3]1=[N:4][C:5]([H:9])([H:10])[C-:6]=[O+:7]1)[H:8],68.0704134972161,57.1998562381003
11268,[O:1]=[C:2]([c:3]1[n:4][c:5]([H:9])[c:6]([H:10])[o:7]1)[H:8],[O:1]([C+:2]=[C:3]1[N-:4][C:5]([H:9])=[C:6]([H:10])[O:7]1)[H:8],82.0250709599345,50.8126415916241
11269,[O:1]=[C:2]([c:3]1[n:4][c:5]([H:9])[c:6]([H:10])[o:7]1)[H:8],[O:1]=[C:2]([C:3]([N:4]1[C:5]([H:9])=[C:6]1[H:10])=[O:7])[H:8],93.43362126817507,74.9688453296898
11270,[O:1]=[C:2]([c:3]1[n:4][c:5]([H:9])[c:6]([H:10])[o:7]1)[H:8],[O+:1](=[C-:2][H:8])[c:3]1[n:4][c:5]([H:9])[c:6]([H:10])[o:7]1,97.3051195478409,71.5302601771905
11271,[O:1]=[C:2]([c:3]1[n:4][c:5]([H:9])[c:6]([H:10])[o:7]1)[H:8],[O:1]1[C:2]([H:8])=[N:4][C:5]([H:9])=[C:6]([H:10])[O+:7]=[C-:3]1,98.90181233235772,68.8547768080953
11272,[O:1]=[C:2]([c:3]1[n:4][c:5]([H:9])[c:6]([H:10])[o:7]1)[H:8],[O-:1][C:2](=[C:3]=[N:4][C:5](=[C+:6][O:7][H:10])[H:9])[H:8],92.7836758651102,92.0404354629542
11273,[O:1]=[C:2]([c:3]1[n:4][c:5]([H:9])[c:6]([H:10])[o:7]1)[H:8],[O-:1][N:4]1[C:3](=[C+:2][H:8])[O:7][C:6]([H:10])=[C:5]1[H:9],142.744282859024,112.273095362879
11274,[O:1]=[C:2]([c:3]1[n:4][c:5]([H:9])[c:6]([H:10])[o:7]1)[H:8],[O:1]=[c:2]1[c:3]([H:8])[n:4][c:5]([H:9])[c:6]([H:10])[o:7]1,71.90243695552729,-0.255620297521648
11275,[O:1]=[C:2]([c:3]1[n:4][c:5]([H:9])[c:6]([H:10])[o:7]1)[H:8],[O-:1][C:2](=[C:3]1[N:4]([H:9])[C+:5]=[C:6]([H:10])[O:7]1)[H:8],89.40777706828779,50.849997294822906
11276,[O:1]=[C:2]([c:3]1[n:4][c:5]([H:9])[c:6]([H:10])[o:7]1)[H:8],[O-:1][C:2](=[C:3]1[N+:4]#[C:5][C:6]([H:9])([H:10])[O:7]1)[H:8],77.4035766495895,68.0744047894991
11277,[O:1]=[C:2]([c:3]1[n:4][c:5]([H:9])[c:6]([H:10])[o:7]1)[H:8],[O:1]=[C:2]([C:3]([N:4]=[C:5]=[C:6]([H:9])[H:10])=[O:7])[H:8],85.4253674168107,26.632975227346503
11278,[O:1]=[C:2]([c:3]1[n:4][c:5]([H:9])[c:6]([H:10])[o:7]1)[H:8],[O:1]=[C:2]([O:7]/[C:6](=[C:5](\[N+:4]#[C-:3])[H:9])[H:10])[H:8],70.75264645544041,29.7497535571567
11279,[O:1]=[C:2]([c:3]1[n:4][c:5]([H:9])[c:6]([H:10])[o:7]1)[H:8],[O:1]([C:2](=[C:3]1[N-:4][C:5]([H:9])=[C:6]=[O+:7]1)[H:8])[H:10],127.94212721291,61.368410450649904
11280,[O:1]=[C:2]([c:3]1[n:4][c:5]([H:9])[c:6]([H:10])[o:7]1)[H:8],[O:1]=[C:2]([C:5]([N+:4]#[C-:3])([C:6](=[O:7])[H:10])[H:9])[H:8],93.2183257569432,29.754459742386
11281,[O:1]=[C:2]([c:3]1[n:4][c:5]([H:9])[c:6]([H:10])[o:7]1)[H:8],[O+:1]#[C-:2].[c-:3]1[n:4]([H:8])[c:5]([H:9])[c:6]([H:10])[o+:7]1,63.66769389900311,28.8456213347134
11282,[C:1]([C:2]([O:3]/[C:4](=[N:5]/[H:13])[C:6]#[N:7])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([O:3][C:4](=[N:5][H:13])[N+:7]#[C-:6])([H:11])[H:12])([H:8])([H:9])[H:10],50.1548465416091,15.4131519527339
11283,[C:1]([C:2]([O:3]/[C:4](=[N:5]/[H:13])[C:6]#[N:7])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([N:5]([C:4]([O+:3]=[C:2]([H:11])[H:12])=[C:6]=[N-:7])[H:13])([H:8])([H:9])[H:10],126.658098291802,66.6739396407305
11284,[C:1]([C:2]([O:3]/[C:4](=[N:5]/[H:13])[C:6]#[N:7])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([O+:3]=[C-:4][N:5]([C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],82.338353333854,42.0169263756531
11285,[C:1]([C:2]([O:3]/[C:4](=[N:5]/[H:13])[C:6]#[N:7])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[O:3][C:4]([N-:5][H:13])=[C+:6][N:7]1[H:12])([H:8])([H:9])[H:10],86.5238346926927,26.6579818323092
11286,[C:1]([C:2]([O:3]/[C:4](=[N:5]/[H:13])[C:6]#[N:7])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]1([H:8])([H:9])[C:2]([H:11])([H:12])[O:3][C:4](=[N:5]/[H:13])/[C:6]1=[N:7]/[H:10],91.3983048904536,-2.80186930545678
11287,[C:1]([C:2]([O:3]/[C:4](=[N:5]/[H:13])[C:6]#[N:7])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:6]1=[N:7][C:2]([H:11])([H:12])[O:3]/[C:4]1=[N:5]/[H:13])([H:8])([H:9])[H:10],108.57283748158702,-10.3607144596249
11288,[C:1]([C:2]([O:3]/[C:4](=[N:5]/[H:13])[C:6]#[N:7])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[O:3][C:4](=[N:5]/[H:13])/[C:6]1=[N:7]/[H:12])([H:8])([H:9])[H:10],95.166647434721,10.449582509586
11289,[C:1]([C:2]([O:3]/[C:4](=[N:5]/[H:13])[C:6]#[N:7])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([O+:3]=[C-:4][N:5]([N+:7]#[C-:6])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],112.274652912378,82.8336111846912
11290,[C:1]([C:2]([O:3]/[C:4](=[N:5]/[H:13])[C:6]#[N:7])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2](=[O+:3][C:4]([N:5]([H:11])[H:13])=[C:6]=[N-:7])[H:12])([H:8])([H:9])[H:10],58.16051990280211,52.788505958613904
11291,[C:1]([C:2]1([O:3][H:11])[C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10],[C:1]1([H:8])([H:9])[C:2](=[O:3])[C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17].[H:10][H:11],104.507917414124,12.7851039793399
11292,[C:1]([C:2]1([O:3][H:11])[C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10],[C:1]([C@:2]([O:3][H:11])([C:4]([C:5](=[C:6]=[C:7]([H:16])[H:17])[H:14])([H:12])[H:13])[H:15])([H:8])([H:9])[H:10],133.223460434528,27.9975882140085
11293,[C:1]([C:2]1([O:3][H:11])[C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10],[C:1]([C:2]1([O:3][H:11])[C:4]([H:13])=[C:5]([H:14])[C:6]([H:15])=[C:7]1[H:16])([H:8])([H:9])[H:10].[H:12][H:17],66.5429530493055,31.8022128696001
11294,[C:1]([C:2]1([O:3][H:11])[C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10],[C:1]([C@:2]1([O:3][H:11])[C:4]([H:12])([H:13])[C+:5]([H:14])[C:6]([H:15])=[C-:7]1)([H:8])([H:9])[H:10].[H:16][H:17],95.7871456404639,88.66050942633841
11295,[C:1]([C:2]1([O:3][H:11])[C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10],[C:1]([C:2](=[O:3])[C:7]([C:6]([C:5](=[C:4]([H:12])[H:13])[H:14])([H:11])[H:15])([H:16])[H:17])([H:8])([H:9])[H:10],62.713211974893895,1.94414185651832
11296,[C:1]([C:2]1([O:3][H:11])[C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10],[C:1]([O:3][H:11])([H:8])([H:9])[H:10].[C:2]1[C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17],128.651088807705,90.6888431755197
11297,[C:1]([C:2]1([O:3][H:11])[C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10],[C:1]([C@:2]1([O:3][H:11])[C:4]([H:12])([H:13])[C:5][C:6]([H:14])([H:15])[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10],69.028312538215,65.0545740333853
11298,[C:1]([C:2]1([O:3][H:11])[C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10],[C:1]([C:2](=[O:3])/[C:7](=[C:6](\[C:5](=[C:4]([H:12])[H:13])[H:14])[H:15])[H:17])([H:8])([H:9])[H:10].[H:11][H:16],95.637985359108,34.1199966159909
11299,[C:1]([C:2]1([O:3][H:11])[C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10],[C:1]([C@:2]1([O:3][H:11])[C:4]([H:12])([H:13])[C@@:5]2([H:14])[C@:6]1([H:15])[C:7]2([H:16])[H:17])([H:8])([H:9])[H:10],113.528751831745,25.5726407929544
11300,[O:1]([C:2]([C:3]([O:4][C:5]([C:6]#[C:7][H:15])([H:13])[H:14])([H:11])[H:12])([H:9])[H:10])[H:8],[O:1]1[C:2]([H:9])([H:10])[C:3]([H:11])([H:12])[O:4][C:5]([H:13])([H:14])[C:6][C:7]1([H:8])[H:15],75.07313728900391,38.1413344008869
11301,[O:1]([C:2]([C:3]([O:4][C:5]([C:6]#[C:7][H:15])([H:13])[H:14])([H:11])[H:12])([H:9])[H:10])[H:8],[C:5](=[C:6]=[C:7]([H:12])[H:15])([H:13])[H:14].[O:1]([C:2]([C:3](=[O:4])[H:11])([H:9])[H:10])[H:8],45.2405825164743,-5.35685831513815
11302,[O:1]([C:2]([C:3]([O:4][C:5]([C:6]#[C:7][H:15])([H:13])[H:14])([H:11])[H:12])([H:9])[H:10])[H:8],[O:1]([C:2]([C:3]([O:4][C:5]([C:7](=[C:6])[H:15])([H:13])[H:14])([H:11])[H:12])([H:9])[H:10])[H:8],58.16865233157071,43.7026219211417
11303,[O:1]([C:2]([C:3]([O:4][C:5]([C:6]#[C:7][H:15])([H:13])[H:14])([H:11])[H:12])([H:9])[H:10])[H:8],[O:1]([C:2]([C:3]([O:4]/[C:5](=[C:6](\[C:7][H:15])[H:14])[H:13])([H:11])[H:12])([H:9])[H:10])[H:8],68.054125216508,43.9044512153869
11304,[N:1](=[c:2]1/[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6][o:7]1)\[H:8],[N:1](=[C:2]1[C:3]([H:9])=[C:4]([H:10])[C:5]([H:11])=[N+:6]1[O-:7])[H:8],48.8758641863332,13.3207963432185
11305,[N:1](=[c:2]1/[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6][o:7]1)\[H:8],[N:1]1([H:8])[C-:2]=[O+:7][N:6]=[C:5]([H:11])[C:4]([H:10])=[C:3]1[H:9],76.54258521743141,69.518739017287
11306,[N:1](=[c:2]1/[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6][o:7]1)\[H:8],[N:1](=[C:2]=[C:3]([C:4](=[C:5]([N:6]=[O:7])[H:11])[H:10])[H:9])[H:8],50.561698314003,40.103080269011
11307,[N:1](=[c:2]1/[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6][o:7]1)\[H:8],[N:1]([C:2]1=[O+:7][N-:6][C:5]([H:11])=[C:4]=[C:3]1[H:9])([H:8])[H:10],127.889316577062,43.7826496500115
11308,[N:1](=[c:2]1/[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6][o:7]1)\[H:8],[N:1]1([H:8])[C-:2]=[C:3]([H:9])[C+:4]([H:10])[C@:5]1([N:6]=[O:7])[H:11],89.10808532931419,59.2729852954129
11309,[N:1](=[c:2]1/[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6][o:7]1)\[H:8],[N:1]([C:2]1=[C:3]=[C:4]([H:10])[C:5]([H:11])=[N:6][O:7]1)([H:8])[H:9],60.0563112675465,37.08643878803429
11310,[N:1](=[c:2]1/[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6][o:7]1)\[H:8],[N:1](=[C:2]1/[C:3]([H:9])([H:10])[C+:4]=[C:5]([H:11])[N-:6][O:7]1)\[H:8],79.0293434960103,75.41629804609879
11312,[C:1]([C@@:2]1([H:11])[C@:3]([C:4]([H:13])([H:14])[H:15])([H:12])[C@:5]1([C:6]#[N:7])[H:16])([H:8])([H:9])[H:10],[C:1]([C+:2]1[C@:3]([C:4]([H:13])([H:14])[H:15])([H:12])[C@:5]1([C-:6]=[N:7][H:11])[H:16])([H:8])([H:9])[H:10],134.471199730793,84.2501468346476
11313,[C:1]([C@@:2]1([H:11])[C@:3]([C:4]([H:13])([H:14])[H:15])([H:12])[C@:5]1([C:6]#[N:7])[H:16])([H:8])([H:9])[H:10],[C:1]1([H:8])([H:10])[C:2]([H:9])([H:11])[C@:3]([C:4]([H:13])([H:14])[H:15])([H:12])[C:5]([H:16])=[C:6]=[N:7]1,82.65838745856291,40.545085911319
11314,[C:1]([C@@:2]1([H:11])[C@:3]([C:4]([H:13])([H:14])[H:15])([H:12])[C@:5]1([C:6]#[N:7])[H:16])([H:8])([H:9])[H:10],[C:1](=[C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C@:5]1([H:16])[C:6]([H:9])=[N:7]1)[H:12])[H:11])([H:8])[H:10],91.63408547376751,41.7585189517164
11315,[C:1]([C@@:2]1([H:11])[C@:3]([C:4]([H:13])([H:14])[H:15])([H:12])[C@:5]1([C:6]#[N:7])[H:16])([H:8])([H:9])[H:10],[C:1]([C@@:2]([C:3](=[C:4]([H:13])[H:15])[H:12])([C:5](=[C:6]=[N:7][H:14])[H:16])[H:11])([H:8])([H:9])[H:10],53.31056677127089,24.6267054367341
11316,[C:1]([C@@:2]1([H:11])[C@:3]([C:4]([H:13])([H:14])[H:15])([H:12])[C@:5]1([C:6]#[N:7])[H:16])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[C@@:3]2([H:12])[C:4]([H:13])([H:14])/[C:6](=[N:7]\[H:15])[C@@:5]12[H:16])([H:8])([H:9])[H:10],101.777917970897,23.0128148572586
11317,[C:1]([C@@:2]1([H:11])[C@:3]([C:4]([H:13])([H:14])[H:15])([H:12])[C@:5]1([C:6]#[N:7])[H:16])([H:8])([H:9])[H:10],[C:1]([C:2]1=[C:3]([H:12])[C@:5]1([C:6]#[N:7])[H:16])([H:8])([H:9])[H:10].[C:4]([H:11])([H:13])([H:14])[H:15],121.241303121771,37.2633745634845
11318,[C:1]([C@@:2]1([H:11])[C@:3]([C:4]([H:13])([H:14])[H:15])([H:12])[C@:5]1([C:6]#[N:7])[H:16])([H:8])([H:9])[H:10],[C:1](/[C:2](=[C:5](\[C:6]#[N:7])[H:16])[H:11])([H:8])([H:9])[H:10].[C:3](=[C:4]([H:13])[H:15])([H:12])[H:14],82.7335275384483,19.0549620436077
11319,[C:1]([C@@:2]1([H:11])[C@:3]([C:4]([H:13])([H:14])[H:15])([H:12])[C@:5]1([C:6]#[N:7])[H:16])([H:8])([H:9])[H:10],[C:1]([C:2]([C@@:5]([C:3][C:4]([H:13])([H:14])[H:15])([C:6]#[N:7])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],71.00032444700291,65.604013778801
11320,[C:1]([C@@:2]1([H:11])[C@:3]([C:4]([H:13])([H:14])[H:15])([H:12])[C@:5]1([C:6]#[N:7])[H:16])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[C@:3]([C:4]([H:13])([H:14])[H:15])([H:12])[C@:5]1([N+:7]#[C-:6])[H:16])([H:8])([H:9])[H:10],62.4314916323326,22.1560074344208
11321,[C:1]([C@@:2]1([H:11])[C@:3]([C:4]([H:13])([H:14])[H:15])([H:12])[C@:5]1([C:6]#[N:7])[H:16])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:14])[C@:5]1([C:6]1=[N:7][C:4]1([H:13])[H:15])[H:16])([H:8])([H:9])[H:10],107.579547873647,37.0322836072714
11322,[C:1]([C@@:2]1([H:11])[C@:3]([C:4]([H:13])([H:14])[H:15])([H:12])[C@:5]1([C:6]#[N:7])[H:16])([H:8])([H:9])[H:10],[C:1]([C@@:2]([C:3]([C:4]([H:13])([H:14])[H:15])([H:12])[H:16])([C+:5]=[C:6]=[N-:7])[H:11])([H:8])([H:9])[H:10],67.0701287922201,66.8326392127395
11323,[C:1]([C:2]#[C:3][C:4](=[O:5])[C:6]#[C:7][H:11])([H:8])([H:9])[H:10],[C:1]([O+:5]=[C:4]([C:3]#[C-:2])[C:6]#[C:7][H:11])([H:8])([H:9])[H:10],116.383623759142,61.3570930221604
11324,[C:1]([C:2]#[C:3][C:4](=[O:5])[C:6]#[C:7][H:11])([H:8])([H:9])[H:10],[C:1]([C:2](=[C:3]=[C:4]=[O:5])[C:6]#[C:7][H:11])([H:8])([H:9])[H:10],77.32425768013941,-3.20608886174639
11325,[C:1]([C:2]#[C:3][C:4](=[O:5])[C:6]#[C:7][H:11])([H:8])([H:9])[H:10],[C:1](=[C:2]([C+:3]=[C:4]([O-:5])[C:6]#[C:7][H:11])[H:9])([H:8])[H:10],73.311579610652,48.677381362149895
11326,[C:1]([C:2]#[C:3][C:4](=[O:5])[C:6]#[C:7][H:11])([H:8])([H:9])[H:10],[C:1](=[C:2]=[C:3]([C:4](=[O:5])[C:6]#[C:7][H:11])[H:9])([H:8])[H:10],82.6790321506158,-3.79869409431502
11327,[C:1]([C:2]#[C:3][C:4](=[O:5])[C:6]#[C:7][H:11])([H:8])([H:9])[H:10],[C:1](=[C:2]=[C:3]=[C:4]([O:5][H:9])[C:6]#[C:7][H:11])([H:8])[H:10],59.9243358327675,17.2755926290856
11328,[C:1]([C:2]#[C:3][C:4](=[O:5])[C:6]#[C:7][H:11])([H:8])([H:9])[H:10],[C:1]([C:2](=[C:3])[C:4](=[O:5])[C:6]#[C:7][H:11])([H:8])([H:9])[H:10],53.9073617691218,45.4546942930276
11329,[C:1]([C:2]#[C:3][C:4](=[O:5])[C:6]#[C:7][H:11])([H:8])([H:9])[H:10],[C:1]([C:2]#[C:3][C:4](=[O:5])[C:7](=[C:6])[H:11])([H:8])([H:9])[H:10],51.478602796403706,40.9546655012625
11330,[C:1]([C:2]#[C:3][C:4](=[O:5])[C:6]#[C:7][H:11])([H:8])([H:9])[H:10],[C:1](=[C:2]=[C:3]=[C:4]=[O:5])([H:8])[H:10].[C:6](#[C:7][H:11])[H:9],72.16823920055309,25.781964746163
11331,[C:1]([c:2]1[c:3]([C:4]([H:11])([H:12])[H:13])[c:5]([H:14])[c:6]([H:15])[n:7]1[H:16])([H:8])([H:9])[H:10],[C:1]([C@@:6]1([H:15])[C+:5]([H:14])[C:3]([C:4]([H:11])([H:12])[H:13])=[C-:2][N:7]1[H:16])([H:8])([H:9])[H:10],147.632322586061,48.4179757756642
11332,[C:1]([c:2]1[c:3]([C:4]([H:11])([H:12])[H:13])[c:5]([H:14])[c:6]([H:15])[n:7]1[H:16])([H:8])([H:9])[H:10],[C:1]([C:2]1=[C:3]([C+:4]([H:11])[H:12])[C:5]([H:13])([H:14])[C-:6]([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10],93.58293477444452,53.5374539761145
11333,[C:1]([c:2]1[c:3]([C:4]([H:11])([H:12])[H:13])[c:5]([H:14])[c:6]([H:15])[n:7]1[H:16])([H:8])([H:9])[H:10],[C:1](/[C:2]([C:3]([C:4]([H:11])([H:12])[H:13])=[C:5]=[C:6]([H:14])[H:15])=[N:7]\[H:16])([H:8])([H:9])[H:10],69.6768996522976,44.7950190001659
11334,[C:1]([c:2]1[c:3]([C:4]([H:11])([H:12])[H:13])[c:5]([H:14])[c:6]([H:15])[n:7]1[H:16])([H:8])([H:9])[H:10],[C:1]([C:2](=[C:3]=[C:5](/[C:6](=[N:7]/[H:16])[H:15])[H:14])[C:4]([H:11])([H:12])[H:13])([H:8])([H:9])[H:10],108.724559427279,45.642050490112894
11335,[C:1]([c:2]1[c:3]([C:4]([H:11])([H:12])[H:13])[c:5]([H:14])[c:6]([H:15])[n:7]1[H:16])([H:8])([H:9])[H:10],[C:1]([C:2]1=[N:7][C:6]([H:15])=[C:5]([H:14])[C:3]1=[C:4]([H:11])[H:12])([H:8])([H:9])[H:10].[H:13][H:16],115.557089314589,44.275205552810895
11336,[C:1]([c:2]1[c:3]([C:4]([H:11])([H:12])[H:13])[c:5]([H:14])[c:6]([H:15])[n:7]1[H:16])([H:8])([H:9])[H:10],[C:1](=[C:2]1[C:3]([C:4]([H:11])([H:12])[H:13])=[C:5]([H:14])[C:6]([H:15])=[N:7]1)([H:8])[H:10].[H:9][H:16],96.3954383391172,42.9272590944686
11337,[C:1]([c:2]1[c:3]([C:4]([H:11])([H:12])[H:13])[c:5]([H:14])[c:6]([H:15])[n:7]1[H:16])([H:8])([H:9])[H:10],[C:1]([C:2]1([C:4]([H:11])([H:12])[H:13])[C-:3]=[C:5]([H:14])[C+:6]([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10],86.9880119039615,65.3893142495786
11338,[C:1]([c:2]1[c:3]([C:4]([H:11])([H:12])[H:13])[c:5]([H:14])[c:6]([H:15])[n:7]1[H:16])([H:8])([H:9])[H:10],[C:1](=[C:2]1[C:3]([C:4]([H:11])([H:12])[H:13])=[C:5]([H:14])[C:6]([H:9])([H:15])[N:7]1[H:16])([H:8])[H:10],92.1493959777288,19.434610399739
11339,[C:1]([c:2]1[c:3]([C:4]([H:11])([H:12])[H:13])[c:5]([H:14])[c:6]([H:15])[n:7]1[H:16])([H:8])([H:9])[H:10],[C:1]([c:2]1[c:3]([C+:4]([H:11])[H:12])[c:5]([H:14])[c-:6][n:7]1[H:16])([H:8])([H:9])[H:10].[H:13][H:15],146.995550092689,95.5272203581538
11340,[C:1]([c:2]1[c:3]([C:4]([H:11])([H:12])[H:13])[c:5]([H:14])[c:6]([H:15])[n:7]1[H:16])([H:8])([H:9])[H:10],[C:1]([C:2]1=[C:3]([C:4]([H:11])([H:12])[H:13])[C:5]([H:14])([H:15])[C:6][N:7]1[H:16])([H:8])([H:9])[H:10],59.734263756916896,46.48406737399839
